gisco_id,name,registered,turnout,invalid,blank,open vld,VLAAMS BELANG,CD&V NVA,GROEN!,sp.a-spirit,Lijst Dedecker,PVDA+,CAP,NP-FN,MR,ECOLO,PS,CDH,FN,CDF,R.W.F.,BELG.UNIE-BUB,PC,PTB+PVDA+,VÉLORUTION,FDB,FN B,PJM,TREFLE,WALLON,Parti Wallon,FORCE NATIONALE,VIVANT,PTB+,DLC,UNIE,MP Education,UMP-B,PLURALIS,GSCD,Belgique Positif,vital
BE_K00017,Bastogne,12654,11902,772,0,0,0,0,0,0,0,0,0,0,5061,758,802,3882,373,30,80,0,52,0,0,0,82,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
BE_K00018,Beaumont,11374,10471,895,0,0,0,0,0,0,0,0,9,0,3185,918,2477,1814,672,32,165,0,91,0,0,0,18,0,0,48,36,43,23,37,1,7,0,0,0,0,0,0
BE_K00019,Beauraing,9763,9033,542,0,0,0,0,0,0,0,0,0,0,3261,847,2716,1112,258,41,113,19,0,0,0,0,50,0,0,31,0,17,0,26,0,0,0,0,0,0,0,0
BE_K00020,Beloeil,17670,16360,1241,0,0,0,0,0,0,0,0,24,0,4828,1252,6031,1321,879,32,257,0,243,0,0,0,38,0,0,48,43,43,31,39,3,7,0,0,0,0,0,0
BE_K00021,Beringen,86219,80529,3832,0,10273,18005,23295,2770,17410,3859,491,314,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0
BE_K00022,Beveren,35872,33401,1040,0,4626,8848,11000,1894,3825,1824,218,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00023,Bilzen,30349,28770,1447,0,5834,4900,10144,1306,3895,914,160,95,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0
BE_K00024,Binche,42527,38031,3321,0,0,0,0,0,0,0,0,48,0,7803,3303,14122,4197,3026,98,447,0,500,0,0,0,145,0,0,265,271,150,64,211,25,35,0,0,0,0,0,0
BE_K00025,Boom,44403,40775,1546,0,5443,10811,10146,2340,7810,2107,396,123,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00120,Looz,34480,33002,1600,0,7672,4932,9588,1392,6276,1192,162,106,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0
BE_K00026,Bouillon,4178,3792,307,0,0,0,0,0,0,0,0,0,0,1266,410,743,739,183,20,43,0,30,0,0,0,40,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
BE_K00027,Boussu,45706,41073,3234,0,0,0,0,0,0,0,0,87,0,7513,3499,17266,4215,3254,76,493,0,543,0,0,0,96,0,0,123,105,147,85,283,24,30,0,0,0,0,0,0
BE_K00032,Bruxelles,77140,63932,2677,0,2224,2380,1681,1263,2121,376,0,168,0,14397,6663,14914,10797,1790,307,171,213,220,369,142,71,145,736,107,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00028,Brakel,16232,15256,760,0,4615,2127,3677,676,2537,739,86,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00029,Brecht,67602,62264,2669,0,8938,13564,22233,3341,7345,3411,519,166,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00030,Bree,29681,28466,1479,0,7014,4125,10481,851,3024,1137,155,79,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0
BE_K00031,Bruges,208944,190944,7983,0,32623,27361,57039,13188,30796,19381,981,511,0,0,0,0,0,0,0,0,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445
BE_K00033,Celles,6614,6180,501,0,0,0,0,0,0,0,0,9,0,2347,517,1468,962,186,22,30,0,49,0,0,0,16,0,0,15,13,10,23,5,0,7,0,0,0,0,0,0
BE_K00034,Châtelet,60555,54369,4411,0,0,0,0,0,0,0,0,72,0,11736,5590,16867,7517,4997,151,656,0,716,0,0,0,195,0,0,252,221,268,244,405,11,60,0,0,0,0,0,0
BE_K00035,Charleroi,132058,115517,10858,0,0,0,0,0,0,0,0,181,0,24967,11169,32112,14458,13019,340,1579,0,1680,0,0,0,548,0,0,604,571,657,574,1913,61,226,0,0,0,0,0,0
BE_K00036,Chièvres,7213,6737,452,0,0,0,0,0,0,0,0,11,0,2075,544,2339,702,323,25,86,0,74,0,0,0,11,0,0,17,18,17,25,10,4,4,0,0,0,0,0,0
BE_K00037,Chimay,11045,10235,982,0,0,0,0,0,0,0,0,9,0,3425,966,1963,2120,436,24,101,0,86,0,0,0,16,0,0,26,19,15,16,26,1,4,0,0,0,0,0,0
BE_K00038,Ciney,23592,21565,1400,0,0,0,0,0,0,0,0,0,0,8047,2933,4710,3212,612,102,201,36,0,0,0,0,97,0,0,107,0,56,0,52,0,0,0,0,0,0,0,0
BE_K00039,Comines-Warneton,10914,9675,1534,0,0,0,0,0,0,0,0,9,0,2591,751,1596,2398,341,39,67,0,125,0,0,0,24,0,0,74,34,30,25,19,5,13,0,0,0,0,0,0
BE_K00041,Couvin,14608,13392,1194,0,0,0,0,0,0,0,0,0,0,3054,1192,4322,2326,742,46,201,24,0,0,0,0,89,0,0,82,0,66,0,54,0,0,0,0,0,0,0,0
BE_K00042,Deinze,33982,32122,1531,0,7498,4315,10266,2041,3879,2299,206,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00178,Termonde,59662,55160,2150,0,10916,11284,15717,2613,8749,3180,382,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00043,Destelbergen,13708,12842,390,0,3770,1933,3223,944,1522,914,99,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00044,Diest,47055,44071,2339,0,8129,8164,11338,2003,8334,3155,337,167,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00047,Dixmude,38486,36271,2467,0,5908,4389,12103,1294,5214,4537,157,114,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
BE_K00045,Dinant,27801,25497,1966,0,0,0,0,0,0,0,0,0,0,9274,3018,5627,3554,1073,98,291,62,0,0,0,0,228,0,0,152,0,86,0,68,0,0,0,0,0,0,0,0
BE_K00046,Dison,9590,8470,775,0,0,0,0,0,0,0,0,18,0,1868,725,2882,1188,602,31,72,0,88,0,0,0,49,0,0,21,0,43,35,27,0,0,38,8,0,0,0,0
BE_K00048,Dour,33564,30122,2800,0,0,0,0,0,0,0,0,51,0,6150,2107,11005,4066,2228,119,486,0,435,0,0,0,90,0,0,95,97,119,58,168,11,37,0,0,0,0,0,0
BE_K00049,Duffel,39523,36294,1434,0,6115,7426,12299,2081,3802,2737,258,109,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00050,Durbuy,8033,7231,329,0,0,0,0,0,0,0,0,0,0,1786,843,2007,1803,291,46,59,0,38,0,0,0,16,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
BE_K00051,Eeklo,38544,35904,2087,0,7288,5158,11934,2443,3966,2542,385,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00052,Eghezée,22227,20536,1140,0,0,0,0,0,0,0,0,0,0,6855,2846,4098,4188,690,82,214,56,0,0,0,0,98,0,0,92,0,70,0,107,0,0,0,0,0,0,0,0
BE_K00053,Enghien,15044,13806,990,0,0,0,0,0,0,0,0,32,0,4714,1824,2911,2079,662,68,134,0,114,0,0,0,36,0,0,45,33,43,67,38,0,16,0,0,0,0,0,0
BE_K00054,Erezée,4587,4293,308,0,0,0,0,0,0,0,0,0,0,1354,538,697,1108,158,16,45,0,30,0,0,0,32,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
BE_K00055,Estaimpuis,9831,8957,880,0,0,0,0,0,0,0,0,12,0,2128,1021,2674,1437,393,30,87,0,145,0,0,0,23,0,0,34,24,16,31,10,1,11,0,0,0,0,0,0
BE_K00056,Etalle,12037,11276,874,0,0,0,0,0,0,0,0,0,0,3224,1322,1784,3422,305,32,163,0,64,0,0,0,65,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
BE_K00057,Eupen,25389,22321,2361,0,0,0,0,0,0,0,0,36,0,5776,3395,2730,5602,1306,154,34,0,36,0,0,0,64,0,0,72,0,166,446,83,0,0,43,17,0,0,0,0
BE_K00058,Evergem,25485,23389,1077,0,4326,3891,6998,1638,3221,1852,305,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00059,Fauvillers,1475,1416,81,0,0,0,0,0,0,0,0,0,0,468,149,136,504,38,10,8,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
BE_K00060,Ferrières,3436,3158,161,0,0,0,0,0,0,0,0,4,0,986,443,726,612,114,10,21,0,26,0,0,0,9,0,0,9,0,12,10,10,0,0,2,3,0,0,0,0
BE_K00061,Fléron,62001,56078,2240,0,0,0,0,0,0,0,0,109,0,18663,6609,16910,7094,2278,217,501,0,174,0,0,0,104,0,0,322,0,72,156,329,0,0,127,173,0,0,0,0
BE_K00062,Flobecq,6936,6399,473,0,0,0,0,0,0,0,0,12,0,1773,436,1920,1319,242,24,58,0,58,0,0,0,7,0,0,12,11,16,20,11,1,6,0,0,0,0,0,0
BE_K00063,Florennes,8315,7735,584,0,0,0,0,0,0,0,0,0,0,1859,723,1543,2231,533,16,97,11,0,0,0,0,33,0,0,48,0,26,0,31,0,0,0,0,0,0,0,0
BE_K00064,Florenville,7969,7326,531,0,0,0,0,0,0,0,0,0,0,2033,663,2369,1337,158,27,119,0,34,0,0,0,41,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
BE_K00065,Fontaine-l'Evêque,47331,42585,3174,0,0,0,0,0,0,0,0,52,0,11122,4300,13498,4296,3445,128,523,0,692,0,0,0,116,0,0,276,186,167,135,399,21,55,0,0,0,0,0,0
BE_K00066,Fosses-la-Ville,29907,27359,1817,0,0,0,0,0,0,0,0,0,0,8126,4187,5841,4450,1709,94,384,86,0,0,0,0,183,0,0,193,0,111,0,178,0,0,0,0,0,0,0,0
BE_K00068,Frameries,20279,18416,1315,0,0,0,0,0,0,0,0,38,0,3599,1418,6710,2871,1468,54,267,0,232,0,0,0,47,0,0,62,82,58,42,118,17,18,0,0,0,0,0,0
BE_K00069,Frasnes-Lez-Anvaing,8460,7681,406,0,0,0,0,0,0,0,0,10,0,3473,615,1714,1005,263,30,36,0,22,0,0,0,14,0,0,18,16,13,18,14,6,8,0,0,0,0,0,0
BE_K00072,Gedinne,7913,7369,444,0,0,0,0,0,0,0,0,0,0,3881,539,1124,866,278,19,92,20,0,0,0,0,31,0,0,30,0,25,0,20,0,0,0,0,0,0,0,0
BE_K00073,Gembloux,53951,49115,3300,0,0,0,0,0,0,0,0,0,0,13181,6429,14356,6777,2901,153,626,135,0,0,0,0,396,0,0,366,0,201,0,294,0,0,0,0,0,0,0,0
BE_K00074,Genappe,17647,16229,691,0,0,85,0,0,0,0,0,0,0,6949,2205,2486,2567,679,66,198,40,88,0,0,0,0,0,0,0,0,75,0,33,0,0,0,0,0,7,60,0
BE_K00075,Genk,60160,56833,2422,0,7619,10524,19877,2143,9839,2227,1838,206,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0
BE_K00071,Gand,179999,164063,6101,0,39050,26553,27474,20424,33454,7830,2136,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00079,Grammont,24813,23174,1105,0,6275,4373,4185,867,5095,1084,127,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00076,Gistel,26443,25116,1275,0,4880,2694,7384,1094,3860,3719,82,51,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
BE_K00077,Glabbeek,14870,13906,619,0,2830,1890,4619,956,2025,802,113,28,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00078,Grâce-Hollogne,38207,34262,1580,0,0,0,0,0,0,0,0,67,0,7517,3732,14836,3058,1782,119,220,0,243,0,0,0,93,0,0,216,0,98,116,460,0,0,45,80,0,0,0,0
BE_K00080,Héron,5460,5134,251,0,0,0,0,0,0,0,0,9,0,1930,801,1251,547,171,14,48,0,37,0,0,0,5,0,0,18,0,15,12,14,0,0,4,7,0,0,0,0
BE_K00081,Haacht,58777,54435,2479,0,11239,8900,15858,3882,7931,3474,377,174,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00082,Hal,87448,79373,4727,0,9672,12838,16889,3050,4790,2532,0,109,0,12435,3004,4481,2483,780,345,168,342,159,200,70,44,115,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00083,Hamme,26282,24722,732,0,5578,5222,6716,1513,3303,1432,158,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00084,Hannut,19370,18062,958,0,0,0,0,0,0,0,0,31,0,7993,2032,4223,1885,462,34,130,0,90,0,0,0,36,0,0,52,0,33,40,41,0,0,9,13,0,0,0,0
BE_K00085,Harelbeke,58046,55196,2573,0,7766,8137,20765,2531,7715,5102,312,143,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
BE_K00086,Hasselt,85544,79808,3236,0,12380,13745,21788,4338,19577,3337,711,436,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0
BE_K00087,Heist-op-den-Berg,60836,57056,2645,0,9398,11423,18791,2773,7318,3857,560,174,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00089,Herentals,77309,72755,3779,0,10069,13491,25719,4236,10275,4269,629,204,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00088,Herck-la-Ville,27360,25946,1529,0,4149,4361,7865,1106,5423,1191,143,69,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0
BE_K00090,Herstal,23508,20455,987,0,0,0,0,0,0,0,0,35,0,4452,1816,8355,1866,1091,65,133,0,92,0,0,0,49,0,0,143,0,49,62,1170,0,0,46,44,0,0,0,0
BE_K00091,Herve,16219,15043,772,0,0,0,0,0,0,0,0,9,0,5680,1688,2528,3481,510,66,71,0,71,0,0,0,35,0,0,34,0,31,24,24,0,0,12,7,0,0,0,0
BE_K00092,Herzele,35253,33180,1630,0,9237,5926,8245,1554,4422,1909,176,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00093,Hooglede,16320,15367,926,0,2242,1712,6532,723,1550,1529,72,48,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
BE_K00094,Hoogstraten,26810,25229,1276,0,4957,3941,10200,1424,1998,1150,194,57,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00095,Horebeke,7861,7496,291,0,2487,801,1583,410,1507,371,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00096,Houffalize,3559,3294,206,0,0,0,0,0,0,0,0,0,0,1149,282,487,955,113,15,33,0,18,0,0,0,31,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
BE_K00097,Huy,47750,41135,2900,0,0,0,0,0,0,0,0,85,0,9257,8706,12703,4243,1447,157,366,0,395,0,0,0,95,0,0,275,0,139,125,134,0,0,54,54,0,0,0,0
BE_K00202,Ypres,33370,31040,1820,0,3887,3928,12135,1444,4365,3032,168,69,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
BE_K00098,Ixelles,73356,62166,2028,0,1417,880,881,570,748,154,0,228,0,23318,12648,9498,6551,1320,285,300,172,249,292,297,32,121,117,60,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00099,Izegem,29651,27894,1550,0,3142,4175,10419,1426,4008,2886,143,76,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
BE_K00100,Jodoigne,30037,28015,1251,0,0,188,0,0,0,0,0,0,0,11425,3677,6193,3689,787,95,242,91,109,0,0,0,0,0,0,0,0,89,0,65,0,0,0,0,0,11,103,0
BE_K00101,Kapellen,85496,78375,2516,0,14835,21452,19206,4319,10463,4388,808,268,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00102,Kaprijke,4901,4588,264,0,782,525,1800,248,550,376,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00103,Kontich,92801,85001,2148,0,15375,18688,24382,7091,11893,4305,783,273,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00040,Courtrai,101095,94720,4393,0,16619,13317,32161,5575,12880,8374,685,379,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
BE_K00104,Kruishoutem,11778,11210,485,0,3095,1270,3991,609,958,714,62,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00121,Louvain,136130,124667,4663,0,23513,15601,33974,14169,24550,5678,1268,545,0,0,0,0,0,0,0,0,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00114,Liège,125356,107344,4477,0,0,0,0,0,0,0,0,544,0,29110,15911,34230,12305,5010,388,941,0,713,0,0,0,272,0,0,694,0,210,472,1479,0,0,330,258,0,0,0,0
BE_K00106,La Louvière,47721,42751,3623,0,0,0,0,0,0,0,0,99,0,9104,3334,15351,4322,3312,98,426,0,780,0,0,0,129,0,0,249,291,155,106,1250,89,33,0,0,0,0,0,0
BE_K00107,La Roche-en-Ardenne,6907,6589,399,0,0,0,0,0,0,0,0,0,0,2532,632,1087,1547,201,27,49,0,44,0,0,0,65,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
BE_K00108,Landen,11933,11231,600,0,1912,1641,3319,494,2627,460,62,58,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00109,Le Roeulx,5801,5374,324,0,0,0,0,0,0,0,0,4,0,1979,511,1327,647,290,13,49,0,103,0,0,0,13,0,0,13,16,17,23,34,5,6,0,0,0,0,0,0
BE_K00110,Lennik,35274,33115,1753,0,5304,5879,12763,1297,2228,1395,0,36,0,767,301,594,372,118,61,19,70,29,66,7,9,17,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00111,Lens,9668,9130,295,0,0,0,0,0,0,0,0,14,0,4407,778,2165,819,403,29,81,0,28,0,0,0,10,0,0,19,15,9,12,35,6,5,0,0,0,0,0,0
BE_K00112,Lessines,13490,12203,990,0,0,0,0,0,0,0,0,27,0,2695,995,4499,1743,677,34,141,0,128,0,0,0,19,0,0,45,38,41,63,54,7,7,0,0,0,0,0,0
BE_K00113,Leuze-en-Hainaut,10121,9165,648,0,0,0,0,0,0,0,0,19,0,2933,700,2229,1913,408,9,91,0,94,0,0,0,13,0,0,10,17,19,30,23,2,7,0,0,0,0,0,0
BE_K00115,Lichtervelde,6579,6288,315,0,827,549,2987,239,675,632,29,15,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
BE_K00116,Lierre,45480,39531,1506,0,8094,8972,9195,3164,5771,2262,402,116,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00117,Limbourg,19667,17897,1173,0,0,0,0,0,0,0,0,25,0,6130,2213,4041,2923,761,53,157,0,124,0,0,0,50,0,0,40,0,45,85,46,0,0,23,8,0,0,0,0
BE_K00118,Lochristi,25657,24179,865,0,7207,3821,6425,1342,2585,1520,323,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00119,Lokeren,28404,26982,1140,0,7152,5656,6267,1847,3262,1337,216,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00122,Maaseik,38917,37144,1896,0,7461,6875,12461,1145,5690,1149,231,109,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0
BE_K00123,Maasmechelen,38061,36308,1741,0,10028,6333,9875,1120,5649,939,323,204,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0
